Date,Open,High,Low,Close,Volume,Adj Close
2002-05-06,101.51,101.51,100.15,100.15,43800,14.41
2002-05-03,102.60,103.19,102.60,102.87,3000,14.80
2002-05-02,101.69,101.70,101.69,101.70,3600,14.63
2002-05-01,100.60,101.49,100.60,101.49,1200,14.60
2002-04-30,100.59,100.59,100.59,100.59,600,14.47
2002-04-29,99.86,99.86,99.86,99.86,1200,14.36
2002-04-26,101.30,101.30,100.08,100.30,63600,14.43
2002-04-25,101.40,101.40,101.40,101.40,1200,14.58
2002-04-24,101.75,101.75,100.79,100.79,1200,14.50
2002-04-23,102.20,102.42,102.20,102.42,4800,14.73
2002-04-22,102.50,102.50,102.20,102.20,3600,14.70
2002-04-19,103.20,103.20,103.20,103.20,000,14.84
2002-04-18,103.45,103.60,103.20,103.20,45600,14.84
2002-04-17,102.60,102.60,102.56,102.56,3000,14.75
2002-04-16,100.47,100.65,100.47,100.65,2400,14.48
2002-04-15,99.80,100.25,99.80,99.90,4800,14.37
2002-04-12,100.30,100.30,98.12,98.12,9000,14.11
2002-04-11,101.10,101.79,101.10,101.25,12600,14.56
2002-04-10,100.30,100.30,100.30,100.30,000,14.43
2002-04-09,101.60,101.60,100.30,100.30,2400,14.43
2002-04-08,102.20,102.20,101.88,101.88,2400,14.65
2002-04-05,101.86,101.86,101.86,101.86,600,14.65
2002-04-04,101.83,101.83,101.64,101.64,2400,14.62
2002-04-03,103.34,103.77,103.22,103.22,3600,14.85
2002-04-02,104.44,105.29,104.44,105.00,15000,15.10
2002-04-01,101.75,101.75,101.75,101.75,000,14.64
2002-03-28,101.75,101.75,101.75,101.75,000,14.64
2002-03-27,101.75,101.75,101.75,101.75,000,14.64
2002-03-26,101.75,101.75,101.75,101.75,600,14.64
2002-03-25,101.50,102.14,101.50,102.12,27000,14.69
2002-03-22,103.09,103.09,103.09,103.09,000,14.83
2002-03-21,103.70,103.70,103.00,103.09,5400,14.83
2002-03-20,104.10,104.65,104.00,104.65,4200,15.05
2002-03-19,103.19,103.19,103.19,103.19,000,14.84
2002-03-18,103.10,103.74,103.10,103.19,19800,14.84
2002-03-15,102.63,102.63,102.63,102.63,600,14.76
2002-03-14,102.08,102.08,102.08,102.08,000,14.68
2002-03-13,102.08,102.08,102.08,102.08,1200,14.68
2002-03-12,102.31,102.31,102.31,102.31,000,14.72
2002-03-11,102.14,102.31,102.14,102.31,10200,14.72
2002-03-08,102.80,102.80,101.65,101.65,12600,14.58
2002-03-07,102.04,102.58,102.04,102.58,6000,14.72
2002-03-06,100.00,100.00,100.00,100.00,000,14.35
2002-03-05,100.00,100.00,100.00,100.00,600,14.35
2002-03-04,99.19,99.95,99.19,99.95,1200,14.34
2002-03-01,98.00,98.00,98.00,98.00,600,14.06
2002-02-28,97.12,97.58,97.12,97.31,89400,13.96
2002-02-27,96.76,96.76,96.70,96.70,2400,13.87
2002-02-26,96.78,96.78,96.78,96.78,600,13.88
2002-02-25,95.99,96.42,95.99,96.42,1200,13.83
2002-02-22,93.91,93.91,93.91,93.91,000,13.47
2002-02-21,94.74,94.74,93.91,93.91,3600,13.47
2002-02-20,93.34,93.34,93.34,93.34,000,13.39
2002-02-19,93.34,93.34,93.34,93.34,600,13.39
2002-02-15,93.89,93.89,93.89,93.89,000,13.47
2002-02-14,93.68,93.89,93.68,93.89,8400,13.47
2002-02-13,93.00,93.14,93.00,93.14,7800,13.36
2002-02-12,92.70,92.70,92.70,92.70,1200,13.30
2002-02-11,90.60,90.60,90.60,90.60,000,13.00
2002-02-08,90.60,90.60,90.60,90.60,000,13.00
2002-02-07,90.60,90.60,90.60,90.60,3600,13.00
2002-02-06,92.05,92.05,92.05,92.05,000,13.21
2002-02-05,92.05,92.05,92.05,92.05,000,13.21
2002-02-04,92.05,92.05,92.05,92.05,000,13.21
2002-02-01,92.05,92.05,92.05,92.05,000,13.21
2002-01-31,92.05,92.05,92.05,92.05,000,13.21
2002-01-30,92.05,92.05,92.05,92.05,000,13.21
2002-01-29,92.05,92.05,92.05,92.05,600,13.21
2002-01-28,92.60,92.60,92.60,92.60,14400,13.28
2002-01-25,88.57,88.57,88.57,88.57,000,12.71
2002-01-24,88.57,88.57,88.57,88.57,000,12.71
2002-01-23,88.57,88.57,88.57,88.57,000,12.71
2002-01-22,89.20,89.20,88.55,88.57,10200,12.71
2002-01-18,93.89,93.89,93.89,93.89,000,13.47
2002-01-17,93.89,93.89,93.89,93.89,000,13.47
2002-01-16,93.89,93.89,93.89,93.89,000,13.47
2002-01-15,93.89,93.89,93.89,93.89,000,13.47
2002-01-14,93.89,93.89,93.89,93.89,000,13.47
2002-01-11,93.89,93.89,93.89,93.89,000,13.47
2002-01-10,93.89,93.89,93.89,93.89,000,13.47
2002-01-09,93.89,93.89,93.89,93.89,600,13.47
2002-01-08,93.90,93.90,93.90,93.90,600,13.47
2002-01-07,94.90,94.90,94.90,94.90,1800,13.61
2002-01-04,94.20,94.38,94.20,94.38,1800,13.54
2002-01-03,95.60,95.60,95.60,95.60,000,13.72
2002-01-02,95.60,95.60,95.60,95.60,000,13.72
2001-12-31,95.60,95.60,95.60,95.60,6000,13.72
2001-12-28,96.36,96.36,96.36,96.36,600,13.82
2001-12-27,95.45,95.45,95.45,95.45,000,13.69
2001-12-26,95.45,95.45,95.45,95.45,600,13.69
2001-12-24,93.00,93.00,93.00,93.00,600,13.34
2001-12-21,91.40,91.40,91.40,91.40,000,13.11
2001-12-20,91.40,91.40,91.40,91.40,000,13.11
2001-12-19,90.65,91.40,90.65,91.40,14400,13.11
2001-12-18,90.05,90.81,90.05,90.81,7800,13.03
2001-12-17,89.68,89.68,89.68,89.68,000,12.87
2001-12-14,90.05,90.05,90.05,90.05,000,12.87
2001-12-13,90.05,90.05,90.05,90.05,000,12.87
2001-12-12,90.30,90.30,90.05,90.05,1800,12.87
2001-12-11,90.75,90.75,90.75,90.75,1200,12.97
2001-12-10,92.14,92.14,92.14,92.14,000,13.16
2001-12-07,92.70,92.70,92.14,92.14,1800,13.16
2001-12-06,94.12,94.12,94.12,94.12,1200,13.45
2001-12-05,92.64,92.64,92.64,92.64,000,13.24
2001-12-04,92.64,92.64,92.64,92.64,600,13.24
2001-12-03,91.32,91.32,91.32,91.32,000,13.05
2001-11-30,91.32,91.32,91.32,91.32,600,13.05
2001-11-29,91.01,91.01,91.01,91.01,000,13.00
2001-11-28,91.01,91.01,91.01,91.01,000,13.00
2001-11-27,91.01,91.01,91.01,91.01,000,13.00
2001-11-26,91.01,91.01,91.01,91.01,000,13.00
